0.5996,0.5462,-0.2442,0.5006,0.2994,-0.3420,1.2064,0.5575,0.4524,-0.0924,-0.8262,-0.3113,2.0154,1.8524,-0.1842,-2.4343,2.8015,-3.3295,-1.9369,-1.6385,2.1273,-1.5721,1.2704,-0.3094,0.1463,0.8887,-1.9742,1.5963,-0.2932,-2.8672,-2.3139,1.1532,-0.6336,-0.7400,-1.0198,-2.3254,3.1395,-0.8871,2.2744,1.5675,-0.5439,0.9858,-1.9050,-1.6281,-2.0349,1.8128,1.2584,0.3497,3.5044,-0.3732,-0.3486,1.6945,-1.7212,-0.7261,1.4977,1.2599,2.2390,-0.5177,0.0878,-1.0962,0.9951,0.4847,3.2530,-1.9124,2.0018,-0.6320,-2.0857,0.2330,-1.0116,0.2437,1.8659,-2.4625,-0.0139,-1.4995,-0.4392,-0.7067,1.3377,2.6261,1.1161,0.2684,0.9752,0.7771,1.9370,0.4493,-0.8380,-1.3752,-0.8954,0.4619,0.8442,-0.0402,-1.7240,0.4971,-0.4440,0.9458,0.0679,-0.8240,0.5063,-0.9196,0.2458,0.0799,-0.1386,-0.5148,0.3730,-1.0322,-1.3220,0.0706,-0.4458,0.4264,-0.8103,0.3127,0.5788,-0.4797,1.5231,0.4943,0.3190,-0.4713,0.3217,0.1393,0.7516,0.1457,-0.1990,-0.0538,-0.0039,-0.0089,0.8565,0.0975,-0.2903,0.0655,0.3137,-0.3614,-0.2780,0.0655,0.4861,0.2859,0.1492,0.4625,0.1229,-0.2613,0.0932,0.0068,0.0282,-0.5463,-0.1366,-0.1391,-0.0825,-0.7823,0.5374,-0.0536,-0.5692,-0.2775,-0.4782,0.3935,-0.1492,0.2172,-0.0060,0.1196,0.0653,0.0699,-0.1558,-0.0111,0.2366,-0.0251,-0.2886,0.2161,-0.2854,-0.1288
-0.7931,0.2008,-0.1476,0.2343,0.2874,0.3105,-0.8655,-0.0575,0.0792,-0.9333,-0.0101,-0.5881,-0.1164,-0.3145,0.1935,-0.6231,0.3099,-0.7003,-1.3857,0.3511,-0.0596,-0.9023,-0.6695,0.4025,-0.4643,0.5720,1.8816,0.2875,0.6928,0.0020,-0.3364,-0.4286,-0.1094,0.1966,0.0202,0.3841,0.9583,0.2434,-0.9089,-1.0458,-0.3434,0.7049,-1.9404,0.1086,0.5052,0.0335,1.3891,-0.1809,-1.3296,-0.2749,-0.6829,0.2717,0.5967,0.0990,0.9059,1.7716,-0.9968,0.3179,0.4812,0.2946,-0.8056,0.8465,0.4635,-0.2112,-0.0771,-0.0393,0.8837,0.0293,0.4717,-1.2447,-1.4870,0.1964,0.9620,0.4599,1.0070,1.4659,0.2323,-1.2645,0.6481,0.4497,-0.9657,-0.7470,-0.2582,0.5170,0.5389,0.1153,-0.5527,-0.1640,0.4984,0.8363,-0.4176,0.0812,-0.3573,0.5394,-0.2144,0.5950,0.2813,0.5957,-1.4948,-0.3715,0.5759,-0.1341,0.2773,-0.7878,-0.8119,0.4066,-1.1872,0.5757,-0.2342,1.0365,-0.1461,-1.2295,0.6987,-0.3966,0.0312,0.2989,-0.6232,-0.1517,0.9732,-0.6805,-0.1540,1.2396,0.1884,-0.0663,0.8769,-0.0374,0.1504,-0.8431,1.3173,-1.0099,-0.1748,0.7379,-0.6743,0.3177,2.8570,1.1682,-0.5364,1.0521,1.1379,0.7340,1.3495,1.7696,0.7768,-0.5901,-1.9220,0.4799,1.1528,0.2245,0.2741,-0.6839,1.8074,-1.0220,-1.7155,0.2809,0.3458,-0.0831,-0.2685,-1.2145,-0.6442,0.1261,1.5265,0.4965,-1.2395,-0.1400,-0.5599,0.4490
-0.2965,-0.6237,-1.2106,0.0501,0.3935,-0.2772,-1.1207,-1.5472,-0.2939,-0.0021,0.5073,0.6446,0.4799,-0.0131,-0.9695,1.4671,-0.3116,-0.6028,0.1985,-0.4968,-0.1732,0.1089,-0.2599,-0.1769,-0.6789,-0.4482,-1.4552,1.4821,0.9248,0.1039,-1.1405,-0.8893,-0.7264,-0.3962,0.5090,-0.1277,0.0075,0.1407,0.4091,-1.1119,-0.2507,-0.9935,0.9684,0.3229,-0.8318,-0.4881,0.1644,0.3060,-0.0652,-0.3280,1.1444,-0.4818,0.3087,0.3410,0.7729,0.2333,0.3729,0.4608,0.1268,-0.3612,0.0142,0.5695,-0.8422,0.4230,0.7193,-1.1857,-2.2644,0.3302,-0.7983,0.8634,0.4124,-0.5885,-0.2785,1.2679,-0.2692,0.7256,0.3953,1.5786,-1.4578,0.0256,-1.3511,0.3550,-1.5736,1.2966,0.0705,0.6296,-1.5257,0.5361,0.7087,0.9691,0.1308,0.5903,-0.5841,1.2906,1.6999,2.1562,-0.0400,-1.3617,-0.7495,-1.3636,-1.0989,-1.6141,0.6976,0.7836,-0.0889,-0.6603,2.8195,-1.2679,-1.5035,-0.2409,2.3595,0.9421,-0.6957,-0.8631,-2.9676,-0.1315,-1.1068,-1.3865,-0.8085,0.2541,1.3303,0.7358,0.8523,0.8555,-1.1924,0.6875,2.1237,1.3232,-3.0778,1.1787,-0.7319,0.7934,-1.8313,2.7758,1.5008,1.1096,0.5486,1.8942,0.1160,-1.3833,-0.8383,0.1039,0.7690,0.8033,0.1974,-0.5436,0.6210,-0.8787,2.1285,-0.7546,0.2762,-0.8420,-1.2812,-0.3580,2.8650,0.5904,-0.9176,0.0359,0.7869,1.8365,-1.9107,-0.1262,1.3011,0.1170,-0.7166,0.9565
-0.5072,-1.5174,0.4538,-0.6907,0.1204,-0.6406,0.4624,0.4062,-0.1410,0.9256,-0.2497,0.0906,1.1365,0.3249,0.4643,2.3714,0.2661,-1.4449,-0.5584,0.3524,-0.7223,-0.0434,-0.6060,1.4621,-0.1365,0.2615,0.6300,-0.9703,-0.7606,-0.9529,0.4330,0.5179,-1.1651,0.6955,-0.7239,0.4839,-0.5001,0.4594,-0.3611,-0.4190,-0.1009,0.5891,0.1923,-1.2276,0.3259,-0.6043,0.0017,1.4755,0.5818,0.1913,-1.0387,0.0286,0.0407,-1.4532,0.1774,0.4098,1.1828,-0.7222,0.1232,0.2365,1.6192,0.7963,0.7736,0.7699,-1.4955,-0.1273,1.0754,0.1663,0.1659,-0.1159,0.1790,1.8092,-0.9852,-1.1749,-0.6888,0.2877,1.7946,1.3546,-0.8927,-0.4343,-0.5695,0.3394,-0.8334,1.8803,-0.1160,0.9842,1.2208,1.3473,-1.9297,0.5479,-0.5240,0.4730,1.0277,-0.2875,1.5532,-0.0677,0.9809,2.4700,-2.2539,0.5547,0.5670,-0.2330,-0.6669,-1.2033,-1.7101,2.4024,-0.1084,0.9671,1.7590,0.7746,0.8537,-0.6791,-0.9634,0.7630,-0.8194,0.5972,0.8109,0.3990,1.3554,-0.7563,-1.6591,-0.6758,-1.4237,1.3611,0.7860,-1.1738,0.6754,0.2267,-1.2467,0.5390,-0.2159,-1.0065,-2.1123,0.5948,0.5014,0.3203,-1.1199,2.1978,-1.0947,0.3387,-1.5362,-1.7886,0.3816,1.9879,-0.6316,-0.2874,0.9202,0.3229,1.5769,-1.7547,2.8183,-0.0377,2.9599,-0.9067,-1.4071,-2.1259,0.3608,0.3917,0.6130,-1.4328,1.6896,1.2712,-0.3993,-0.7791,1.1261,-1.1505
0.9347,-1.0082,1.1306,0.2253,-1.1672,-0.4193,-0.1232,0.9902,0.8516,-0.6347,-0.8560,1.7930,-1.5973,3.2172,1.6370,-0.5461,-1.5257,0.1779,0.4989,1.5019,0.2440,-0.0879,1.0492,-0.7860,-0.0246,0.6108,-1.2635,-1.0294,0.1286,0.1667,-0.9529,-1.6095,0.3778,0.0631,-1.2428,-0.9226,0.4102,0.5954,1.3204,-1.0056,0.6156,-1.0828,-0.1426,0.6773,3.2173,-2.1397,-0.5136,0.7671,-1.2831,-0.4653,-2.8393,-0.9679,-2.6156,2.2387,0.4059,1.2140,3.8037,-1.0910,0.6111,-1.1343,-0.6148,0.7218,0.5539,-2.8229,0.8398,-1.3933,-0.5816,0.5200,0.3814,0.8306,-0.4908,1.4151,2.0547,0.7948,1.2335,0.5825,-0.5848,-0.4757,-0.8576,-0.2614,-0.4694,0.1989,1.4467,0.6505,-0.5515,0.0768,-0.9116,-0.4126,-0.6720,-1.0380,0.6416,-0.6880,0.5733,0.5532,-1.0481,1.8347,-1.6030,0.2097,-0.7142,0.0076,0.0177,-1.6808,0.4810,0.8020,0.4569,1.2373,2.9077,1.4012,0.9450,-1.6215,-1.8963,-1.2315,-1.1837,-1.0934,0.0546,0.6854,-1.6708,0.0622,-0.5216,2.1285,-0.0699,-0.3539,-0.1053,0.1620,-0.3247,0.2905,-2.2798,-0.5565,0.5644,-0.5404,-1.1370,-1.3926,0.3699,0.5151,1.1629,-0.2296,-0.4497,-0.5620,-2.3764,-0.5862,-0.5653,-0.5107,-0.2928,-0.7722,-0.5512,-1.5272,-0.1260,-0.6413,0.5176,0.4225,0.6355,-0.8194,0.3609,0.5931,-0.2855,0.4242,-0.8456,1.0579,-0.6655,-0.3404,0.1377,0.4932,0.0791,-0.7490,-0.4855,0.8204
-0.7865,-0.5441,-0.1982,-0.1350,0.4273,-0.4144,-0.5053,-0.5706,0.1825,-0.1266,0.2948,-0.1817,0.3691,0.9463,-1.0253,-0.1447,-0.2334,-0.9206,-0.8607,1.2742,0.3548,0.5360,-0.5870,0.2455,-0.9022,0.0739,1.1373,0.4378,-0.6826,0.2213,-1.3664,0.1855,1.2923,-0.7867,0.9240,0.6438,1.0430,-1.2446,-0.2427,0.2348,0.7358,0.1787,0.5806,-0.7847,-0.6931,-0.7667,-1.4463,0.0085,-1.2014,-0.2109,0.8029,-0.2191,-0.1257,0.4177,-0.0590,0.1307,-0.3244,0.6702,0.1506,-0.3884,-0.5455,0.5376,0.6402,0.6717,-0.5912,-0.5193,0.1998,0.5189,0.3439,1.1505,0.3783,0.7252,-0.3655,0.4588,0.0541,-1.1902,-0.1161,-0.3833,-0.2567,0.1172,0.2439,-0.8048,-0.1843,1.4856,-0.1186,-0.1452,-0.0311,0.3345,0.3690,-0.0771,-0.6905,-0.3447,0.7866,1.3037,-0.1816,-0.8730,-0.3834,-1.2199,1.2571,-0.7950,-0.7580,-0.2210,1.5621,-0.0749,0.3809,1.1883,-0.1343,1.3239,-0.2479,1.3081,-0.8699,-0.5475,0.0169,-0.7426,-0.2349,-0.5137,-0.3529,0.0115,-0.2030,0.4939,-0.3847,0.8355,-0.6744,-0.3646,1.7772,-0.0960,0.8241,0.9617,-1.7168,-1.1394,-0.0089,0.4395,-1.0374,-0.6021,-0.6709,0.4186,-0.0924,-1.2553,0.1781,-0.7946,0.0767,0.1294,-0.6383,-0.3030,0.2232,0.6060,0.3644,-0.2376,0.8994,0.3224,0.1122,0.6996,0.2514,-0.8163,-0.4922,0.0714,0.3880,-0.9965,-1.5731,-0.0686,0.1678,1.0979,1.7007,-0.2364,-2.4797,-1.7513
-0.6854,-1.0301,0.0625,-0.3366,0.8632,-0.4722,0.8718,0.2071,-0.5505,-0.9183,-0.0793,0.6862,-0.3289,-0.6674,-0.4166,-1.2993,0.0182,0.2645,-0.7006,-0.4691,-0.5275,0.8307,0.7740,-0.3155,-0.1000,-0.7253,-1.9037,-0.4711,0.3826,-0.9715,0.5016,-0.8530,-0.8933,-0.6268,0.5537,0.4948,-2.0016,-0.2128,0.3718,-0.9492,-0.4784,-0.1978,0.1536,1.6247,-0.0975,0.6334,1.1298,-0.3419,0.0212,1.2319,-0.2734,1.8972,-0.8878,0.2502,0.6408,-0.6491,-0.4384,-1.2860,0.2622,-2.4373,0.0961,-1.2349,-0.5033,0.1400,0.5929,0.5862,-2.0239,-0.3676,0.2823,-1.3786,1.0880,-1.9224,1.4768,0.4201,0.7835,-0.5188,-1.5808,-1.5123,-1.4325,0.3485,-0.8951,0.1258,0.2222,-0.5691,0.6067,0.2447,-0.5720,0.0949,-0.4989,0.1256,0.3305,0.6550,-0.4316,-0.9717,1.5237,-0.8796,-1.9454,0.1640,-0.1355,-1.2582,0.1919,0.2104,1.1341,-0.6097,-0.3695,0.2147,-0.4548,0.0433,1.1257,-0.0729,-2.4497,0.7476,1.0831,1.3556,-1.0358,0.5263,0.9300,0.0362,1.8547,-1.1155,0.6215,-0.2517,1.8546,-0.4140,-0.4146,0.3221,0.2295,-0.6001,-0.1917,-1.9079,1.5726,-0.0349,-0.4160,-0.3909,2.7435,0.0337,1.6066,-0.7546,1.3849,-2.2201,0.2934,-2.0088,0.2756,0.8128,1.0403,0.9437,0.0760,1.0789,0.9250,0.8517,3.1743,-0.3156,1.9797,0.4161,0.9454,-1.2574,1.1155,-0.3038,-2.4152,-0.8658,-0.4404,0.9314,0.0470,0.1964,2.5317,1.0337
1.0583,-0.1357,-0.6502,0.0369,-0.8557,0.3526,0.2760,0.4355,-0.0863,0.2259,-0.4567,-0.4611,-0.4640,-1.0574,0.8627,0.0681,0.3254,0.5595,0.0845,-0.1741,-0.1570,-0.4955,-0.1078,-0.0423,0.1688,-0.0178,0.1391,-0.2165,-1.1003,-0.6742,1.2719,0.1494,0.2926,-0.7409,-0.0438,-0.5264,-0.1153,-0.1585,1.8089,-0.6513,0.0735,0.6790,0.1695,1.2949,-0.1490,-0.3317,-0.3984,-0.1078,0.0866,-0.7665,0.3090,1.0948,-0.6604,-0.3854,1.2532,0.2921,-0.0170,-0.6778,0.6837,0.8760,-1.1922,-0.0310,0.0701,0.7656,0.2593,-0.3273,0.8765,0.9613,-0.8746,1.9954,0.8195,0.9272,-1.1046,0.7075,-0.5634,-1.8099,0.6975,-1.8614,0.5229,0.4664,-0.8004,-1.0670,-1.0309,1.3448,0.7408,0.2510,0.8399,1.0924,-0.5237,-0.3615,-0.1028,-0.7319,0.8975,0.7419,-0.9453,-0.4309,-0.5664,-0.0467,1.1494,-0.0907,2.0352,-0.5553,0.2224,0.1413,-1.0264,0.8622,0.3688,-0.4895,0.3009,0.0603,0.0152,-0.4319,1.7586,-1.0941,0.1559,-1.3841,-0.8876,0.9873,-2.1460,-0.7793,-0.0981,-0.1776,0.9361,-0.6033,0.4846,0.1755,0.7034,0.6142,0.3769,-0.2282,0.8633,1.3253,0.2261,-0.3647,0.3351,-0.0660,0.6166,-0.7980,-0.9790,-0.7910,-0.6196,1.1754,0.0973,-0.1165,-0.1065,0.6292,1.5144,-1.8650,-1.0780,-0.4518,-0.6073,-0.4907,-0.3643,-0.1621,-0.2674,-2.0945,0.7317,-1.3219,-0.6432,0.1084,1.2545,0.3666,1.5925,-1.0646,-0.6802,-1.7208
-0.3874,-1.3447,0.0399,-0.7409,0.2827,-0.8978,0.5069,-0.3672,-0.0953,0.2747,0.7032,-0.6572,0.4671,-0.7185,-1.0986,-0.9288,-0.0770,-0.3551,0.6427,-0.4847,-0.0441,-0.3906,-0.6975,-0.5693,-0.7007,-0.5956,-0.4121,0.4842,-0.5958,-0.5371,0.4240,-0.1558,0.6085,0.5033,0.3800,0.1282,-0.4001,-0.1396,0.0490,0.5291,0.0437,-0.5910,0.1149,1.0850,-0.1807,0.2339,-0.0689,0.0575,-0.0670,0.2616,-0.3053,-0.7721,0.5795,0.4849,0.5888,-0.3069,1.0155,-0.4804,0.2271,-0.2932,-0.8762,-0.0300,-0.7736,0.2448,0.6118,0.8508,-0.7643,-1.0214,1.8089,0.7919,1.2841,-1.2142,-1.1484,-0.1155,-0.6972,0.0582,-0.2336,1.0223,-0.0925,-0.1392,0.0239,-0.6775,-0.7486,-0.8291,-0.6939,-1.1681,-0.6312,-0.1575,-0.9794,2.1356,0.0409,-0.3624,1.5882,-0.3274,-1.1526,-0.4080,-0.8969,1.4904,-0.5607,-1.8000,0.2984,0.9898,-0.4578,-0.7706,0.8700,0.0104,-0.3545,0.1298,-0.4059,0.0024,0.0056,0.0911,-0.4969,-0.1186,0.5074,-0.2191,1.7592,-0.4705,-0.1128,0.4623,-0.2432,-1.0412,0.3021,1.8848,1.1847,-1.0252,0.5059,-0.5057,0.8557,-0.6687,0.3697,-1.2026,-0.8611,-1.0976,0.5745,0.5882,0.6012,0.6802,-0.4831,0.5861,0.5762,0.4384,1.1220,-1.6691,0.4103,0.6329,-0.6284,1.0841,-0.0388,1.2638,0.0230,-0.0961,-0.9851,-0.7214,-1.3310,1.1591,0.0067,0.8972,1.2387,0.7262,1.0544,0.7928,-0.5180,0.1094,-0.6637,1.1708
0.3389,1.5328,0.4053,-1.1640,-1.3677,-0.6212,1.8809,-2.1750,-1.3408,-1.1112,-0.8882,1.7787,-1.2105,2.1312,1.4218,-0.6300,-1.2046,0.0058,1.8946,1.6416,-2.2448,-3.3585,-0.4042,0.0081,1.4990,1.7114,-1.1371,0.7795,0.0190,1.1520,0.3620,-0.0522,1.4120,0.7166,-0.4317,-2.0422,0.1349,-2.6082,-2.4259,-0.9977,-0.4278,-0.7783,-0.2927,2.1238,-0.7110,-0.0490,-0.2392,1.3485,0.0483,0.8505,-0.8826,-0.0203,-1.4382,0.3514,0.5717,2.1026,-1.4712,0.5333,1.9004,0.6453,3.3614,-1.7299,0.6786,1.8364,-0.4459,1.8420,-1.2226,1.0066,-0.4179,0.3193,-0.0827,-0.7656,0.7656,-0.7459,-0.1651,-0.6141,-1.1759,1.1708,-0.8963,0.3139,1.1467,1.0697,-0.9896,-0.1226,-2.0007,-0.7385,0.4067,-1.3225,-1.0628,1.7546,0.6551,-1.1163,1.4131,-0.0795,1.7748,-0.0488,0.8755,0.4059,1.9970,-0.1879,2.0829,1.1696,-0.6707,0.0383,-0.1705,0.3760,-1.7039,-1.1290,-0.3042,-0.8573,0.0749,-2.0143,0.5287,-0.4320,-0.0614,-1.3518,-0.8291,1.2410,1.6193,0.2628,1.8046,2.1691,-0.6536,0.9319,0.0122,0.5746,1.3660,0.7871,-1.6306,0.5200,0.7186,-0.5873,-0.2273,-0.3356,0.4474,-0.3189,-0.9431,-0.5494,-0.5000,-0.1407,-0.8943,-0.2551,-0.1494,-0.3792,0.1347,-0.0411,-1.0292,0.3064,-0.6198,-0.2803,-0.4055,-0.7825,-0.3797,-1.2589,1.1558,-0.1152,-0.2416,-0.6539,0.7486,0.7005,0.3999,-0.0103,-0.1169,-0.7133,0.4882,-1.0514
